geometry,gridId,Weekday,hour,Speed_value_mean
"POLYGON ((7.192746314567571 52.54076738957649, 7.193901291361438 52.54076738957649, 7.193901291361438 52.54056250692332, 7.192746314567571 52.54056250692332, 7.192746314567571 52.54076738957649))",2991_5_12,5,12,122.00000273436308
"POLYGON ((7.193901291361438 52.54056250692332, 7.195056268155307 52.54056250692332, 7.195056268155307 52.54035762331393, 7.193901291361438 52.54035762331393, 7.193901291361438 52.54056250692332))",2991_6_13,6,13,135.01954715823135
"POLYGON ((7.186971430598231 52.27567312936102, 7.188126407392099 52.27567312936102, 7.188126407392099 52.27546701169995, 7.186971430598231 52.27546701169995, 7.186971430598231 52.27567312936102))",3039_0_22,0,22,92.37077031781276
"POLYGON ((7.193901291361438 52.2775281451767, 7.195056268155307 52.2775281451767, 7.195056268155307 52.27732203614239, 7.193901291361438 52.27732203614239, 7.193901291361438 52.2775281451767))",3039_6_13,6,13,136.6666680276394
"POLYGON ((7.186971430598231 52.27017633036149, 7.188126407392099 52.27017633036149, 7.188126407392099 52.26997018713882, 7.186971430598231 52.26997018713882, 7.186971430598231 52.27017633036149))",3040_0_22,0,22,116.64992499351501
"POLYGON ((7.193901291361438 52.27203157622952, 7.195056268155307 52.27203157622952, 7.195056268155307 52.27182544163402, 7.193901291361438 52.27182544163402, 7.193901291361438 52.27203157622952))",3040_6_13,6,13,138.3832923769951
"POLYGON ((7.186971430598231 52.19314955474571, 7.188126407392099 52.19314955474571, 7.188126407392099 52.19294305352728, 7.186971430598231 52.19294305352728, 7.186971430598231 52.19314955474571))",3054_0_22,0,22,99.59999968409538
"POLYGON ((7.193901291361438 52.19500802254554, 7.195056268155307 52.19500802254554, 7.195056268155307 52.19480152996029, 7.193901291361438 52.19480152996029, 7.193901291361438 52.19500802254554))",3054_6_13,6,13,96.33432916551828
"POLYGON ((7.200574490614899 53.61519197592016, 7.201729467408766 53.61519197592016, 7.201729467408766 53.61499214337697, 7.200574490614899 53.61499214337697, 7.200574490614899 53.61519197592016))",3102_4_9,4,9,68.21813192218542
"POLYGON ((7.200574490614899 53.53518345736577, 7.201729467408766 53.53518345736577, 7.201729467408766 53.53498324631555, 7.200574490614899 53.53498324631555, 7.200574490614899 53.53518345736577))",3117_4_9,4,9,78.78039315026254
"POLYGON ((7.200574490614899 53.52984417204741, 7.201729467408766 53.52984417204741, 7.201729467408766 53.52964393575181, 7.200574490614899 53.52964393575181, 7.200574490614899 53.52984417204741))",3118_4_9,4,9,75.0961267252763
"POLYGON ((7.200574490614899 53.51382227656558, 7.201729467408766 53.51382227656558, 7.201729467408766 53.51362196452518, 7.200574490614899 53.51362196452518, 7.200574490614899 53.51382227656558))",3121_4_9,4,9,57.65718738436699
"POLYGON ((7.200574490614899 53.50848029810113, 7.201729467408766 53.50848029810113, 7.201729467408766 53.50827996080956, 7.200574490614899 53.50827996080956, 7.200574490614899 53.50848029810113))",3122_4_9,4,9,81.94048112332821
"POLYGON ((7.200574490614899 53.503137646254, 7.201729467408766 53.503137646254, 7.201729467408766 53.50293728370983, 7.200574490614899 53.50293728370983, 7.200574490614899 53.503137646254))",3123_4_9,4,9,75.80419240146875
"POLYGON ((7.200574490614899 53.49779432098577, 7.201729467408766 53.49779432098577, 7.201729467408766 53.49759393318755, 7.200574490614899 53.49759393318755, 7.200574490614899 53.49779432098577))",3124_4_9,4,9,77.77064650952816
"POLYGON ((7.200574490614899 53.48176030427052, 7.201729467408766 53.48176030427052, 7.201729467408766 53.48155984070156, 7.200574490614899 53.48155984070156, 7.200574490614899 53.48176030427052))",3127_4_9,4,9,65.86266789461176
"POLYGON ((7.202884444202633 52.82917653541593, 7.204039420996502 52.82917653541593, 7.204039420996502 52.82897300136948, 7.202884444202633 52.82897300136948, 7.202884444202633 52.82917653541593))",3248_6_13,6,13,138.9999958574772
"POLYGON ((7.195954583439427 52.82212013201013, 7.197109560233295 52.82212013201013, 7.197109560233295 52.82191656490612, 7.195954583439427 52.82191656490612, 7.195954583439427 52.82212013201013))",3249_0_21,0,21,133.0051451451145
"POLYGON ((7.200574490614899 52.82476641758391, 7.201729467408766 52.82476641758391, 7.201729467408766 52.82456286287676, 7.200574490614899 52.82456286287676, 7.200574490614899 52.82476641758391))",3249_4_8,4,8,121.83844888955355
"POLYGON ((7.201729467408766 52.8237486345122, 7.202884444202633 52.8237486345122, 7.202884444202633 52.82354507503705, 7.201729467408766 52.82354507503705, 7.201729467408766 52.8237486345122))",3249_5_13,5,13,122.99999845353886
"POLYGON ((7.202884444202633 52.8237486345122, 7.204039420996502 52.8237486345122, 7.204039420996502 52.82354507503705, 7.202884444202633 52.82354507503705, 7.202884444202633 52.8237486345122))",3249_6_13,6,13,141.00000141064325
"POLYGON ((7.195954583439427 52.81669134954885, 7.197109560233295 52.81669134954885, 7.197109560233295 52.8164877570144, 7.195954583439427 52.8164877570144, 7.195954583439427 52.81669134954885))",3250_0_21,0,21,136.51105264388025
"POLYGON ((7.200574490614899 52.81933796571384, 7.201729467408766 52.81933796571384, 7.201729467408766 52.81913438557689, 7.200574490614899 52.81913438557689, 7.200574490614899 52.81933796571384))",3250_4_8,4,8,120.99337487419446
"POLYGON ((7.201729467408766 52.81832005549266, 7.202884444202633 52.81832005549266, 7.202884444202633 52.81811647058749, 7.201729467408766 52.81811647058749, 7.201729467408766 52.81832005549266))",3250_5_13,5,13,125.6666638602813
"POLYGON ((7.202884444202633 52.81832005549266, 7.204039420996502 52.81832005549266, 7.204039420996502 52.81811647058749, 7.202884444202633 52.81811647058749, 7.202884444202633 52.81832005549266))",3250_6_13,6,13,143.5000010803342
"POLYGON ((7.195954583439427 52.53892341127472, 7.197109560233295 52.53892341127472, 7.197109560233295 52.53871852001572, 7.195954583439427 52.53871852001572, 7.195954583439427 52.53892341127472))",3301_0_21,0,21,133.9999960064888
"POLYGON ((7.200574490614899 52.54158691062732, 7.201729467408766 52.54158691062732, 7.201729467408766 52.54138203179889, 7.200574490614899 52.54138203179889, 7.200574490614899 52.54158691062732))",3301_4_8,4,8,136.49999897181988
"POLYGON ((7.201729467408766 52.54076738957649, 7.202884444202633 52.54076738957649, 7.202884444202633 52.54056250692332, 7.201729467408766 52.54056250692332, 7.201729467408766 52.54076738957649))",3301_5_12,5,12,118.79643872380257
"POLYGON ((7.195954583439427 52.53345931712649, 7.197109560233295 52.53345931712649, 7.197109560233295 52.53325440036791, 7.195954583439427 52.53325440036791, 7.195954583439427 52.53345931712649))",3302_0_21,0,21,131.74999950826168
"POLYGON ((7.200574490614899 52.53612314796916, 7.201729467408766 52.53612314796916, 7.201729467408766 52.5359182436418, 7.200574490614899 52.5359182436418, 7.200574490614899 52.53612314796916))",3302_4_8,4,8,136.99999745811024
"POLYGON ((7.201729467408766 52.53530352492227, 7.202884444202633 52.53530352492227, 7.202884444202633 52.53509861676996, 7.201729467408766 52.53509861676996, 7.201729467408766 52.53530352492227))",3302_5_12,5,12,119.81216518084209
"POLYGON ((7.202884444202633 52.53509861676996, 7.204039420996502 52.53509861676996, 7.204039420996502 52.53489370766139, 7.202884444202633 52.53489370766139, 7.202884444202633 52.53509861676996))",3302_6_13,6,13,133.5000012461096
"POLYGON ((7.195954583439427 52.52799454297265, 7.197109560233295 52.52799454297265, 7.197109560233295 52.52778960071319, 7.195954583439427 52.52778960071319, 7.195954583439427 52.52799454297265))",3303_0_21,0,21,130.66666894654432
"POLYGON ((7.200574490614899 52.53065870532242, 7.201729467408766 52.53065870532242, 7.201729467408766 52.53045377549481, 7.200574490614899 52.53045377549481, 7.200574490614899 52.53065870532242))",3303_4_8,4,8,139.66666700442633
"POLYGON ((7.201729467408766 52.52983898027424, 7.202884444202633 52.52983898027424, 7.202884444202633 52.52963404662147, 7.201729467408766 52.52963404662147, 7.201729467408766 52.52983898027424))",3303_5_12,5,12,116.7500019557774
"POLYGON ((7.202884444202633 52.52963404662147, 7.204039420996502 52.52963404662147, 7.204039420996502 52.5294291120124, 7.202884444202633 52.5294291120124, 7.202884444202633 52.52963404662147))",3303_6_13,6,13,134.0000006655852
"POLYGON ((7.195954583439427 52.5225290887783, 7.197109560233295 52.5225290887783, 7.197109560233295 52.52232412101664, 7.195954583439427 52.52232412101664, 7.195954583439427 52.5225290887783))",3304_0_21,0,21,131.26905001203218
"POLYGON ((7.200574490614899 52.52519358265218, 7.201729467408766 52.52519358265218, 7.201729467408766 52.524988627323, 7.200574490614899 52.524988627323, 7.200574490614899 52.52519358265218))",3304_4_8,4,8,138.00000069042048
"POLYGON ((7.201729467408766 52.52437375559747, 7.202884444202633 52.52437375559747, 7.202884444202633 52.52416879644294, 7.201729467408766 52.52416879644294, 7.201729467408766 52.52437375559747))",3304_5_12,5,12,116.35354277305305
"POLYGON ((7.202884444202633 52.52416879644294, 7.204039420996502 52.52416879644294, 7.204039420996502 52.52396383633207, 7.202884444202633 52.52396383633207, 7.202884444202633 52.52416879644294))",3304_6_13,6,13,134.0618833526969
"POLYGON ((7.195954583439427 52.51706295450854, 7.197109560233295 52.51706295450854, 7.197109560233295 52.51685796124337, 7.195954583439427 52.51685796124337, 7.195954583439427 52.51706295450854))",3305_0_21,0,21,131.93128672242165
"POLYGON ((7.200574490614899 52.51972777992354, 7.201729467408766 52.51972777992354, 7.201729467408766 52.5195227990915, 7.200574490614899 52.5195227990915, 7.200574490614899 52.51972777992354))",3305_4_8,4,8,139.00000056996942
"POLYGON ((7.201729467408766 52.51890785085705, 7.202884444202633 52.51890785085705, 7.202884444202633 52.51870286619945, 7.201729467408766 52.51870286619945, 7.201729467408766 52.51890785085705))",3305_5_12,5,12,120.60912521742284
"POLYGON ((7.202884444202633 52.51870286619945, 7.204039420996502 52.51870286619945, 7.204039420996502 52.51849788058548, 7.202884444202633 52.51849788058548, 7.202884444202633 52.51870286619945))",3305_6_13,6,13,135.33333466450372
"POLYGON ((7.195954583439427 52.51159614012851, 7.197109560233295 52.51159614012851, 7.197109560233295 52.51139112135852, 7.195954583439427 52.51139112135852, 7.195954583439427 52.51159614012851))",3306_0_21,0,21,133.33333332339922
"POLYGON ((7.200574490614899 52.51426129710162, 7.201729467408766 52.51426129710162, 7.201729467408766 52.5140562907654, 7.200574490614899 52.5140562907654, 7.200574490614899 52.51426129710162))",3306_4_8,4,8,140.66666770974794
"POLYGON ((7.201729467408766 52.51344126601813, 7.202884444202633 52.51344126601813, 7.202884444202633 52.51323625585616, 7.201729467408766 52.51323625585616, 7.201729467408766 52.51344126601813))",3306_5_12,5,12,113.64477524906397
"POLYGON ((7.202884444202633 52.51323625585616, 7.204039420996502 52.51323625585616, 7.204039420996502 52.51303124473777, 7.202884444202633 52.51303124473777, 7.202884444202633 52.51323625585616))",3306_6_13,6,13,137.66666461527348
"POLYGON ((7.195954583439427 52.50612864560336, 7.197109560233295 52.50612864560336, 7.197109560233295 52.50592360132726, 7.195954583439427 52.50592360132726, 7.195954583439427 52.50612864560336))",3307_0_21,0,21,133.74999900907278
"POLYGON ((7.200574490614899 52.50879413415157, 7.201729467408766 52.50879413415157, 7.201729467408766 52.50858910230986, 7.200574490614899 52.50858910230986, 7.200574490614899 52.50879413415157))",3307_4_8,4,8,138.33333264787993
"POLYGON ((7.201729467408766 52.50797400104586, 7.202884444202633 52.50797400104586, 7.202884444202633 52.50776896537822, 7.201729467408766 52.50776896537822, 7.201729467408766 52.50797400104586))",3307_5_12,5,12,108.32267014682293
"POLYGON ((7.202884444202633 52.50776896537822, 7.204039420996502 52.50776896537822, 7.204039420996502 52.50756392875408, 7.202884444202633 52.50756392875408, 7.202884444202633 52.50776896537822))",3307_6_13,6,13,138.24999949336052
"POLYGON ((7.195954583439427 52.50066047089827, 7.197109560233295 52.50066047089827, 7.197109560233295 52.50045540111474, 7.195954583439427 52.50045540111474, 7.195954583439427 52.50066047089827))",3308_0_21,0,21,135.16287237405777
"POLYGON ((7.200574490614899 52.50332629103855, 7.201729467408766 52.50332629103855, 7.201729467408766 52.50312123369006, 7.200574490614899 52.50312123369006, 7.200574490614899 52.50332629103855))",3308_4_8,4,8,138.6275861170143
"POLYGON ((7.201729467408766 52.50250605590538, 7.202884444202633 52.50250605590538, 7.202884444202633 52.50230099473076, 7.201729467408766 52.50230099473076, 7.201729467408766 52.50250605590538))",3308_5_12,5,12,114.51951914373785
"POLYGON ((7.202884444202633 52.50230099473076, 7.204039420996502 52.50230099473076, 7.204039420996502 52.50209593259959, 7.202884444202633 52.50209593259959, 7.202884444202633 52.50230099473076))",3308_6_13,6,13,137.9999996817205
"POLYGON ((7.195954583439427 52.49519161597843, 7.197109560233295 52.49519161597843, 7.197109560233295 52.49498652068618, 7.195954583439427 52.49498652068618, 7.195954583439427 52.49519161597843))",3309_0_21,0,21,132.61308731635413
"POLYGON ((7.200574490614899 52.49785776772774, 7.201729467408766 52.49785776772774, 7.201729467408766 52.49765268487116, 7.200574490614899 52.49765268487116, 7.200574490614899 52.49785776772774))",3309_4_8,4,8,136.21510017081164
"POLYGON ((7.201729467408766 52.49703743056192, 7.202884444202633 52.49703743056192, 7.202884444202633 52.496832343879, 7.201729467408766 52.496832343879, 7.201729467408766 52.49703743056192))",3309_5_12,5,12,121.75000043585896
"POLYGON ((7.202884444202633 52.496832343879, 7.204039420996502 52.496832343879, 7.204039420996502 52.4966272562395, 7.202884444202633 52.4966272562395, 7.202884444202633 52.496832343879))",3309_6_13,6,13,138.00000084315738
"POLYGON ((7.195954583439427 52.48972208080905, 7.197109560233295 52.48972208080905, 7.197109560233295 52.48951696000677, 7.195954583439427 52.48951696000677, 7.195954583439427 52.48972208080905))",3310_0_21,0,21,132.20353588461876
"POLYGON ((7.202884444202633 52.49136301278814, 7.204039420996502 52.49136301278814, 7.204039420996502 52.491157899639, 7.202884444202633 52.491157899639, 7.202884444202633 52.49136301278814))",3310_6_13,6,13,140.0
"POLYGON ((7.195954583439427 52.28116924673523, 7.197109560233295 52.28116924673523, 7.197109560233295 52.28096315463451, 7.195954583439427 52.28096315463451, 7.195954583439427 52.28116924673523))",3348_0_22,0,22,17.415187987620417
"POLYGON ((7.202884444202633 52.28302403251005, 7.204039420996502 52.28302403251005, 7.204039420996502 52.28281794903565, 7.202884444202633 52.28281794903565, 7.202884444202633 52.28302403251005))",3348_6_13,6,13,139.99999877934656
"POLYGON ((7.195954583439427 52.27567312936102, 7.197109560233295 52.27567312936102, 7.197109560233295 52.27546701169995, 7.195954583439427 52.27546701169995, 7.195954583439427 52.27567312936102))",3349_0_22,0,22,43.52549807727337
"POLYGON ((7.202884444202633 52.2775281451767, 7.204039420996502 52.2775281451767, 7.204039420996502 52.27732203614239, 7.202884444202633 52.27732203614239, 7.202884444202633 52.2775281451767))",3349_6_13,6,13,138.0000041127205
"POLYGON ((7.195954583439427 52.19314955474571, 7.197109560233295 52.19314955474571, 7.197109560233295 52.19294305352728, 7.195954583439427 52.19294305352728, 7.195954583439427 52.19314955474571))",3364_0_22,0,22,96.47303161770105
"POLYGON ((7.202884444202633 52.19500802254554, 7.204039420996502 52.19500802254554, 7.204039420996502 52.19480152996029, 7.202884444202633 52.19480152996029, 7.202884444202633 52.19500802254554))",3364_6_13,6,13,96.40000014305114
"POLYGON ((7.209557643456093 53.61519197592016, 7.210712620249961 53.61519197592016, 7.210712620249961 53.61499214337697, 7.209557643456093 53.61499214337697, 7.209557643456093 53.61519197592016))",3412_4_9,4,9,75.83333392068744
"POLYGON ((7.209557643456093 53.57253960742558, 7.210712620249961 53.57253960742558, 7.210712620249961 53.57233957305257, 7.209557643456093 53.57233957305257, 7.209557643456093 53.57253960742558))",3420_4_9,4,9,52.67517217062414
"POLYGON ((7.209557643456093 53.56720503362934, 7.210712620249961 53.56720503362934, 7.210712620249961 53.56700497402105, 7.209557643456093 53.56700497402105, 7.209557643456093 53.56720503362934))",3421_4_9,4,9,80.78128455802798
"POLYGON ((7.209557643456093 53.56186978687428, 7.210712620249961 53.56186978687428, 7.210712620249961 53.56166970202931, 7.209557643456093 53.56166970202931, 7.209557643456093 53.56186978687428))",3422_4_9,4,9,89.59999976456166
"POLYGON ((7.209557643456093 53.55653386712181, 7.210712620249961 53.55653386712181, 7.210712620249961 53.55633375703867, 7.209557643456093 53.55633375703867, 7.209557643456093 53.55653386712181))",3423_4_9,4,9,88.28412282466888
"POLYGON ((7.209557643456093 53.5511972743333, 7.210712620249961 53.5511972743333, 7.210712620249961 53.55099713901056, 7.209557643456093 53.55099713901056, 7.209557643456093 53.5511972743333))",3424_4_9,4,9,81.79999970793725
"POLYGON ((7.209557643456093 53.54586000847016, 7.210712620249961 53.54586000847016, 7.210712620249961 53.54565984790638, 7.209557643456093 53.54565984790638, 7.209557643456093 53.54586000847016))",3425_4_9,4,9,72.59352350483339
"POLYGON ((7.209557643456093 53.54052206949384, 7.210712620249961 53.54052206949384, 7.210712620249961 53.54032188368756, 7.209557643456093 53.54032188368756, 7.209557643456093 53.54052206949384))",3426_4_9,4,9,63.615163021853995
"POLYGON ((7.209557643456093 53.53518345736577, 7.210712620249961 53.53518345736577, 7.210712620249961 53.53498324631555, 7.209557643456093 53.53498324631555, 7.209557643456093 53.53518345736577))",3427_4_9,4,9,61.525342067703605
"POLYGON ((7.209557643456093 53.48176030427052, 7.210712620249961 53.48176030427052, 7.210712620249961 53.48155984070156, 7.209557643456093 53.48155984070156, 7.209557643456093 53.48176030427052))",3437_4_9,4,9,31.692554503679276
"POLYGON ((7.209557643456093 53.47641428493404, 7.210712620249961 53.47641428493404, 7.210712620249961 53.47621379610528, 7.209557643456093 53.47621379610528, 7.209557643456093 53.47641428493404))",3438_4_9,4,9,54.48330941465166
"POLYGON ((7.209557643456093 53.47106759198462, 7.210712620249961 53.47106759198462, 7.210712620249961 53.47086707789463, 7.209557643456093 53.47086707789463, 7.209557643456093 53.47106759198462))",3439_4_9,4,9,82.68206050992012
"POLYGON ((7.209557643456093 53.40149926745875, 7.210712620249961 53.40149926745875, 7.210712620249961 53.40129842484231, 7.209557643456093 53.40129842484231, 7.209557643456093 53.40149926745875))",3452_4_9,4,9,71.92226077367862
"POLYGON ((7.211867597043828 53.40089673676538, 7.213022573837696 53.40089673676538, 7.213022573837696 53.40069589130488, 7.211867597043828 53.40069589130488, 7.211867597043828 53.40089673676538))",3452_6_12,6,12,50.880202217027545
"POLYGON ((7.209557643456093 53.39614313991401, 7.210712620249961 53.39614313991401, 7.210712620249961 53.39594227201631, 7.209557643456093 53.39594227201631, 7.209557643456093 53.39614313991401))",3453_4_9,4,9,48.292968110905754
"POLYGON ((7.211867597043828 53.39554053337666, 7.213022573837696 53.39554053337666, 7.213022573837696 53.39533966263473, 7.211867597043828 53.39533966263473, 7.211867597043828 53.39554053337666))",3453_6_12,6,12,29.487651165078084
"POLYGON ((7.209557643456093 53.39078633818364, 7.210712620249961 53.39078633818364, 7.210712620249961 53.39058544500323, 7.209557643456093 53.39058544500323, 7.209557643456093 53.39078633818364))",3454_4_9,4,9,49.240038795551904
"POLYGON ((7.211867597043828 53.39018365579803, 7.213022573837696 53.39018365579803, 7.213022573837696 53.38998275977323, 7.211867597043828 53.38998275977323, 7.211867597043828 53.39018365579803))",3454_6_12,6,12,28.621413766680394
"POLYGON ((7.211867597043828 53.38482610399144, 7.213022573837696 53.38482610399144, 7.213022573837696 53.38462518268234, 7.211867597043828 53.38462518268234, 7.211867597043828 53.38482610399144))",3455_6_12,6,12,38.34067322562138
"POLYGON ((7.204937736280621 52.8384024107784, 7.20609271307449 52.8384024107784, 7.20609271307449 52.83819891995765, 7.204937736280621 52.83819891995765, 7.204937736280621 52.8384024107784))",3556_0_21,0,21,133.2517696749419
"POLYGON ((7.209557643456093 52.84104770468386, 7.210712620249961 52.84104770468386, 7.210712620249961 52.84084422625797, 7.209557643456093 52.84084422625797, 7.209557643456093 52.84104770468386))",3556_4_8,4,8,122.3333354567488
"POLYGON ((7.210712620249961 52.84003030301999, 7.211867597043828 52.84003030301999, 7.211867597043828 52.8398268198269, 7.210712620249961 52.8398268198269, 7.210712620249961 52.84003030301999))",3556_5_13,5,13,122.42610526954134
"POLYGON ((7.211867597043828 52.84003030301999, 7.213022573837696 52.84003030301999, 7.213022573837696 52.8398268198269, 7.211867597043828 52.8398268198269, 7.211867597043828 52.84003030301999))",3556_6_13,6,13,137.9619044288993
"POLYGON ((7.204937736280621 52.83297566258891, 7.20609271307449 52.83297566258891, 7.20609271307449 52.83277214634175, 7.204937736280621 52.83277214634175, 7.204937736280621 52.83297566258891))",3557_0_21,0,21,134.66666399439177
"POLYGON ((7.209557643456093 52.83562128703291, 7.210712620249961 52.83562128703291, 7.210712620249961 52.83541778318128, 7.209557643456093 52.83541778318128, 7.209557643456093 52.83562128703291))",3557_4_8,4,8,122.41381403431296
"POLYGON ((7.210712620249961 52.83460375823984, 7.211867597043828 52.83460375823984, 7.211867597043828 52.83440024962076, 7.210712620249961 52.83440024962076, 7.210712620249961 52.83460375823984))",3557_5_13,5,13,121.99999636411667
"POLYGON ((7.211867597043828 52.83460375823984, 7.213022573837696 52.83460375823984, 7.213022573837696 52.83440024962076, 7.211867597043828 52.83440024962076, 7.211867597043828 52.83460375823984))",3557_6_13,6,13,144.3333362042904
"POLYGON ((7.204937736280621 52.82754823634482, 7.20609271307449 52.82754823634482, 7.20609271307449 52.8273446946699, 7.204937736280621 52.8273446946699, 7.204937736280621 52.82754823634482))",3558_0_21,0,21,133.0722549855709
"POLYGON ((7.209557643456093 52.83019419134494, 7.210712620249961 52.83019419134494, 7.210712620249961 52.82999066206622, 7.209557643456093 52.82999066206622, 7.209557643456093 52.83019419134494))",3558_4_8,4,8,122.2541102017276
"POLYGON ((7.210712620249961 52.82917653541593, 7.211867597043828 52.82917653541593, 7.211867597043828 52.82897300136948, 7.210712620249961 52.82897300136948, 7.210712620249961 52.82917653541593))",3558_5_13,5,13,123.7500009201467
"POLYGON ((7.211867597043828 52.82917653541593, 7.213022573837696 52.82917653541593, 7.213022573837696 52.82897300136948, 7.211867597043828 52.82897300136948, 7.211867597043828 52.82917653541593))",3558_6_13,6,13,140.00000277658305
"POLYGON ((7.204937736280621 52.48972208080905, 7.20609271307449 52.48972208080905, 7.20609271307449 52.48951696000677, 7.204937736280621 52.48951696000677, 7.204937736280621 52.48972208080905))",3620_0_21,0,21,136.17134158313274
"POLYGON ((7.209557643456093 52.49238856418437, 7.210712620249961 52.49238856418437, 7.210712620249961 52.49218345581838, 7.209557643456093 52.49218345581838, 7.209557643456093 52.49238856418437))",3620_4_8,4,8,127.0098020794491
"POLYGON ((7.210712620249961 52.49156812498065, 7.211867597043828 52.49156812498065, 7.211867597043828 52.49136301278814, 7.210712620249961 52.49136301278814, 7.210712620249961 52.49156812498065))",3620_5_12,5,12,125.99999655783176
"POLYGON ((7.211867597043828 52.49136301278814, 7.213022573837696 52.49136301278814, 7.213022573837696 52.491157899639, 7.211867597043828 52.491157899639, 7.211867597043828 52.49136301278814))",3620_6_13,6,13,144.00000213086605
"POLYGON ((7.204937736280621 52.4842518653554, 7.20609271307449 52.4842518653554, 7.20609271307449 52.48404671904176, 7.204937736280621 52.48404671904176, 7.204937736280621 52.4842518653554))",3621_0_21,0,21,135.99999797344208
"POLYGON ((7.209557643456093 52.48691868037363, 7.210712620249961 52.48691868037363, 7.210712620249961 52.48671354649695, 7.209557643456093 52.48671354649695, 7.209557643456093 52.48691868037363))",3621_4_8,4,8,139.3739653478066
"POLYGON ((7.210712620249961 52.48609813912682, 7.211867597043828 52.48609813912682, 7.211867597043828 52.48589300142341, 7.210712620249961 52.48589300142341, 7.210712620249961 52.48609813912682))",3621_5_12,5,12,124.73385828733444
"POLYGON ((7.211867597043828 52.48589300142341, 7.213022573837696 52.48589300142341, 7.213022573837696 52.48568786276332, 7.211867597043828 52.48568786276332, 7.211867597043828 52.48589300142341))",3621_6_13,6,13,139.5290710926056
"POLYGON ((7.204937736280621 52.47878096958269, 7.20609271307449 52.47878096958269, 7.20609271307449 52.47857579775641, 7.204937736280621 52.47857579775641, 7.204937736280621 52.47878096958269))",3622_0_21,0,21,136.99999932448068
"POLYGON ((7.209557643456093 52.48144811626079, 7.210712620249961 52.48144811626079, 7.210712620249961 52.4812429568721, 7.209557643456093 52.4812429568721, 7.209557643456093 52.48144811626079))",3622_4_8,4,8,129.39114320774874
"POLYGON ((7.210712620249961 52.48062747296566, 7.211867597043828 52.48062747296566, 7.211867597043828 52.48042230975005, 7.210712620249961 52.48042230975005, 7.210712620249961 52.48062747296566))",3622_5_12,5,12,123.7550816014409
"POLYGON ((7.211867597043828 52.48042230975005, 7.213022573837696 52.48042230975005, 7.213022573837696 52.48021714557773, 7.211867597043828 52.48021714557773, 7.211867597043828 52.48042230975005))",3622_6_13,6,13,136.000000692904
"POLYGON ((7.204937736280621 52.28116924673523, 7.20609271307449 52.28116924673523, 7.20609271307449 52.28096315463451, 7.204937736280621 52.28096315463451, 7.204937736280621 52.28116924673523))",3658_0_22,0,22,126.34041069535306
"POLYGON ((7.211867597043828 52.28302403251005, 7.213022573837696 52.28302403251005, 7.213022573837696 52.28281794903565, 7.211867597043828 52.28281794903565, 7.211867597043828 52.28302403251005))",3658_6_13,6,13,141.33333192269006
"POLYGON ((7.204937736280621 52.19314955474571, 7.20609271307449 52.19314955474571, 7.20609271307449 52.19294305352728, 7.204937736280621 52.19294305352728, 7.204937736280621 52.19314955474571))",3674_0_22,0,22,94.99999716877937
"POLYGON ((7.204937736280621 52.18764252730609, 7.20609271307449 52.18764252730609, 7.20609271307449 52.18743600050706, 7.204937736280621 52.18743600050706, 7.204937736280621 52.18764252730609))",3675_0_22,0,22,94.59978457214311
"POLYGON ((7.211867597043828 52.18950122532928, 7.213022573837696 52.18950122532928, 7.213022573837696 52.18929470716385, 7.211867597043828 52.18929470716385, 7.211867597043828 52.18950122532928))",3675_6_13,6,13,98.8000010356307
"POLYGON ((7.218540796297289 53.60986278440152, 7.219695773091156 53.60986278440152, 7.219695773091156 53.60966292663469, 7.218540796297289 53.60966292663469, 7.218540796297289 53.60986278440152))",3723_4_9,4,9,69.85714300375965
"POLYGON ((7.218540796297289 53.58320673629628, 7.219695773091156 53.58320673629628, 7.219695773091156 53.58300675238944, 7.218540796297289 53.58300675238944, 7.218540796297289 53.58320673629628))",3728_4_9,4,9,50.28386090695858
"POLYGON ((7.218540796297289 53.57787350830168, 7.219695773091156 53.57787350830168, 7.219695773091156 53.57767349916247, 7.218540796297289 53.57767349916247, 7.218540796297289 53.57787350830168))",3729_4_9,4,9,59.59209308938848
"POLYGON ((7.218540796297289 53.47106759198462, 7.219695773091156 53.47106759198462, 7.219695773091156 53.47086707789463, 7.218540796297289 53.47086707789463, 7.218540796297289 53.47106759198462))",3749_4_9,4,9,82.94308972358704
"POLYGON ((7.218540796297289 53.46572022538395, 7.219695773091156 53.46572022538395, 7.219695773091156 53.46551968603129, 7.218540796297289 53.46551968603129, 7.218540796297289 53.46572022538395))",3750_4_9,4,9,72.33640056972702
"POLYGON ((7.218540796297289 53.46037218509374, 7.219695773091156 53.46037218509374, 7.219695773091156 53.46017162047698, 7.218540796297289 53.46017162047698, 7.218540796297289 53.46037218509374))",3751_4_9,4,9,81.30616716444493
"POLYGON ((7.218540796297289 53.45502347107572, 7.219695773091156 53.45502347107572, 7.219695773091156 53.45482288119342, 7.218540796297289 53.45482288119342, 7.218540796297289 53.45502347107572))",3752_4_9,4,9,69.46817198395729
"POLYGON ((7.218540796297289 53.44967408329162, 7.219695773091156 53.44967408329162, 7.219695773091156 53.44947346814236, 7.218540796297289 53.44947346814236, 7.218540796297289 53.44967408329162))",3753_4_9,4,9,83.39044860626261
